Logger 1,Time,Celsius(°C)
4735,2025-02-24 06:48:00,4.0
4736,2025-02-24 06:50:00,4.0
4737,2025-02-24 06:52:00,4.0
4738,2025-02-24 06:54:00,4.0
4739,2025-02-24 06:56:00,4.0
4740,2025-02-24 06:58:00,4.0
4741,2025-02-24 07:00:00,4.0
4742,2025-02-24 07:02:00,4.0
4743,2025-02-24 07:04:00,4.0
4744,2025-02-24 07:06:00,4.0
4745,2025-02-24 07:08:00,4.0
4746,2025-02-24 07:10:00,4.0
4747,2025-02-24 07:12:00,4.0
4748,2025-02-24 07:14:00,4.0
4749,2025-02-24 07:16:00,4.0
4750,2025-02-24 07:18:00,4.0
4751,2025-02-24 07:20:00,4.0
4752,2025-02-24 07:22:00,4.0
4753,2025-02-24 07:24:00,4.0
4754,2025-02-24 07:26:00,4.0
4755,2025-02-24 07:28:00,4.0
4756,2025-02-24 07:30:00,4.0
4757,2025-02-24 07:32:00,4.0
4758,2025-02-24 07:34:00,4.0
4759,2025-02-24 07:36:00,4.0
4760,2025-02-24 07:38:00,4.0
4761,2025-02-24 07:40:00,4.0
4762,2025-02-24 07:42:00,4.0
4763,2025-02-24 07:44:00,4.0
4764,2025-02-24 07:46:00,4.0
4765,2025-02-24 07:48:00,4.0
4766,2025-02-24 07:50:00,4.0
4767,2025-02-24 07:52:00,4.0
4768,2025-02-24 07:54:00,4.0
4769,2025-02-24 07:56:00,4.0
4770,2025-02-24 07:58:00,4.0
4771,2025-02-24 08:00:00,4.0
4772,2025-02-24 08:02:00,4.0
4773,2025-02-24 08:04:00,4.0
4774,2025-02-24 08:06:00,4.0
4775,2025-02-24 08:08:00,4.0
4776,2025-02-24 08:10:00,4.0
4777,2025-02-24 08:12:00,4.0
4778,2025-02-24 08:14:00,4.0
4779,2025-02-24 08:16:00,4.0
4780,2025-02-24 08:18:00,4.0
4781,2025-02-24 08:20:00,4.0
4782,2025-02-24 08:22:00,4.0
4783,2025-02-24 08:24:00,4.0
4784,2025-02-24 08:26:00,4.0
4785,2025-02-24 08:28:00,4.0
4786,2025-02-24 08:30:00,4.0
4787,2025-02-24 08:32:00,4.0
4788,2025-02-24 08:34:00,4.0
4789,2025-02-24 08:36:00,4.0
4790,2025-02-24 08:38:00,4.0
4791,2025-02-24 08:40:00,4.0
4792,2025-02-24 08:42:00,4.0
4793,2025-02-24 08:44:00,4.0
4794,2025-02-24 08:46:00,4.0
4795,2025-02-24 08:48:00,4.0
4796,2025-02-24 08:50:00,4.0
4797,2025-02-24 08:52:00,4.0
4798,2025-02-24 08:54:00,4.0
4799,2025-02-24 08:56:00,4.0
4800,2025-02-24 08:58:00,4.0
4801,2025-02-24 09:00:00,4.0
4802,2025-02-24 09:02:00,4.0
4803,2025-02-24 09:04:00,4.0
4804,2025-02-24 09:06:00,4.0
4805,2025-02-24 09:08:00,4.0
4806,2025-02-24 09:10:00,4.0
4807,2025-02-24 09:12:00,4.0
4808,2025-02-24 09:14:00,4.5
4809,2025-02-24 09:16:00,4.5
4810,2025-02-24 09:18:00,4.5
4811,2025-02-24 09:20:00,4.5
4812,2025-02-24 09:22:00,4.5
4813,2025-02-24 09:24:00,4.5
4814,2025-02-24 09:26:00,4.5
4815,2025-02-24 09:28:00,4.5
4816,2025-02-24 09:30:00,4.5
4817,2025-02-24 09:32:00,4.5
4818,2025-02-24 09:34:00,4.5
4819,2025-02-24 09:36:00,4.5
4820,2025-02-24 09:38:00,4.5
4821,2025-02-24 09:40:00,4.5
4822,2025-02-24 09:42:00,4.5
4823,2025-02-24 09:44:00,4.5
4824,2025-02-24 09:46:00,4.5
4825,2025-02-24 09:48:00,4.5
4826,2025-02-24 09:50:00,4.5
4827,2025-02-24 09:52:00,4.5
4828,2025-02-24 09:54:00,4.5
4829,2025-02-24 09:56:00,4.5
4830,2025-02-24 09:58:00,4.5
4831,2025-02-24 10:00:00,4.5
4832,2025-02-24 10:02:00,4.5
4833,2025-02-24 10:04:00,4.5
4834,2025-02-24 10:06:00,4.5
4835,2025-02-24 10:08:00,5.0
4836,2025-02-24 10:10:00,5.0
4837,2025-02-24 10:12:00,5.0
4838,2025-02-24 10:14:00,5.0
4839,2025-02-24 10:16:00,5.0
4840,2025-02-24 10:18:00,5.0
4841,2025-02-24 10:20:00,5.0
4842,2025-02-24 10:22:00,5.0
4843,2025-02-24 10:24:00,5.0
4844,2025-02-24 10:26:00,5.0
4845,2025-02-24 10:28:00,5.0
4846,2025-02-24 10:30:00,5.0
4847,2025-02-24 10:32:00,5.0
4848,2025-02-24 10:34:00,5.0
4849,2025-02-24 10:36:00,5.0
4850,2025-02-24 10:38:00,5.0
4851,2025-02-24 10:40:00,5.0
4852,2025-02-24 10:42:00,5.0
4853,2025-02-24 10:44:00,5.0
4854,2025-02-24 10:46:00,5.0
4855,2025-02-24 10:48:00,5.0
4856,2025-02-24 10:50:00,5.0
4857,2025-02-24 10:52:00,5.0
4858,2025-02-24 10:54:00,5.0
4859,2025-02-24 10:56:00,5.0
4860,2025-02-24 10:58:00,5.0
4861,2025-02-24 11:00:00,5.0
4862,2025-02-24 11:02:00,5.5
4863,2025-02-24 11:04:00,5.5
4864,2025-02-24 11:06:00,5.5
4865,2025-02-24 11:08:00,5.5
4866,2025-02-24 11:10:00,5.5
4867,2025-02-24 11:12:00,5.5
4868,2025-02-24 11:14:00,5.5
4869,2025-02-24 11:16:00,5.5
4870,2025-02-24 11:18:00,5.5
4871,2025-02-24 11:20:00,5.5
4872,2025-02-24 11:22:00,5.5
4873,2025-02-24 11:24:00,5.5
4874,2025-02-24 11:26:00,5.5
4875,2025-02-24 11:28:00,5.5
4876,2025-02-24 11:30:00,5.5
4877,2025-02-24 11:32:00,5.5
4878,2025-02-24 11:34:00,5.5
4879,2025-02-24 11:36:00,5.5
4880,2025-02-24 11:38:00,5.5
4881,2025-02-24 11:40:00,5.5
4882,2025-02-24 11:42:00,5.5
4883,2025-02-24 11:44:00,5.5
4884,2025-02-24 11:46:00,5.5
4885,2025-02-24 11:48:00,5.5
4886,2025-02-24 11:50:00,5.5
4887,2025-02-24 11:52:00,5.5
4888,2025-02-24 11:54:00,5.5
4889,2025-02-24 11:56:00,6.0
4890,2025-02-24 11:58:00,6.0
4891,2025-02-24 12:00:00,6.0
4892,2025-02-24 12:02:00,6.0
4893,2025-02-24 12:04:00,6.0
4894,2025-02-24 12:06:00,6.0
4895,2025-02-24 12:08:00,6.0
4896,2025-02-24 12:10:00,6.0
4897,2025-02-24 12:12:00,6.0
4898,2025-02-24 12:14:00,6.0
4899,2025-02-24 12:16:00,6.0
4900,2025-02-24 12:18:00,6.0
4901,2025-02-24 12:20:00,6.0
4902,2025-02-24 12:22:00,6.0
4903,2025-02-24 12:24:00,6.0
4904,2025-02-24 12:26:00,6.0
4905,2025-02-24 12:28:00,6.0
4906,2025-02-24 12:30:00,6.0
4907,2025-02-24 12:32:00,6.0
4908,2025-02-24 12:34:00,6.0
4909,2025-02-24 12:36:00,6.0
4910,2025-02-24 12:38:00,6.0
4911,2025-02-24 12:40:00,6.0
4912,2025-02-24 12:42:00,6.0
4913,2025-02-24 12:44:00,6.0
4914,2025-02-24 12:46:00,6.0
4915,2025-02-24 12:48:00,6.0
4916,2025-02-24 12:50:00,6.0
4917,2025-02-24 12:52:00,6.5
4918,2025-02-24 12:54:00,6.5
4919,2025-02-24 12:56:00,6.5
4920,2025-02-24 12:58:00,6.5
4921,2025-02-24 13:00:00,6.5
4922,2025-02-24 13:02:00,6.5
4923,2025-02-24 13:04:00,6.5
4924,2025-02-24 13:06:00,6.5
4925,2025-02-24 13:08:00,6.5
4926,2025-02-24 13:10:00,6.5
4927,2025-02-24 13:12:00,6.5
4928,2025-02-24 13:14:00,6.5
4929,2025-02-24 13:16:00,6.5
4930,2025-02-24 13:18:00,6.5
4931,2025-02-24 13:20:00,6.5
4932,2025-02-24 13:22:00,6.5
4933,2025-02-24 13:24:00,6.5
4934,2025-02-24 13:26:00,6.5
4935,2025-02-24 13:28:00,6.5
4936,2025-02-24 13:30:00,6.5
4937,2025-02-24 13:32:00,6.5
4938,2025-02-24 13:34:00,6.5
4939,2025-02-24 13:36:00,6.5
4940,2025-02-24 13:38:00,6.5
4941,2025-02-24 13:40:00,6.5
4942,2025-02-24 13:42:00,6.5
4943,2025-02-24 13:44:00,6.5
4944,2025-02-24 13:46:00,6.5
4945,2025-02-24 13:48:00,6.5
4946,2025-02-24 13:50:00,6.5
4947,2025-02-24 13:52:00,6.5
4948,2025-02-24 13:54:00,6.5
4949,2025-02-24 13:56:00,6.5
4950,2025-02-24 13:58:00,7.0
4951,2025-02-24 14:00:00,7.0
4952,2025-02-24 14:02:00,7.0
4953,2025-02-24 14:04:00,7.0
4954,2025-02-24 14:06:00,7.0
4955,2025-02-24 14:08:00,7.0
4956,2025-02-24 14:10:00,7.0
4957,2025-02-24 14:12:00,7.0
4958,2025-02-24 14:14:00,7.0
4959,2025-02-24 14:16:00,7.0
4960,2025-02-24 14:18:00,7.0
4961,2025-02-24 14:20:00,7.0
4962,2025-02-24 14:22:00,7.0
4963,2025-02-24 14:24:00,7.0
4964,2025-02-24 14:26:00,7.0
4965,2025-02-24 14:28:00,7.0
4966,2025-02-24 14:30:00,7.0
4967,2025-02-24 14:32:00,7.0
4968,2025-02-24 14:34:00,7.0
4969,2025-02-24 14:36:00,7.0
4970,2025-02-24 14:38:00,7.0
4971,2025-02-24 14:40:00,7.0
4972,2025-02-24 14:42:00,7.0
4973,2025-02-24 14:44:00,7.0
4974,2025-02-24 14:46:00,7.0
4975,2025-02-24 14:48:00,7.0
4976,2025-02-24 14:50:00,7.0
4977,2025-02-24 14:52:00,7.0
4978,2025-02-24 14:54:00,7.0
4979,2025-02-24 14:56:00,7.0
4980,2025-02-24 14:58:00,7.0
4981,2025-02-24 15:00:00,7.0
4982,2025-02-24 15:02:00,7.0
4983,2025-02-24 15:04:00,7.0
4984,2025-02-24 15:06:00,7.0
4985,2025-02-24 15:08:00,7.0
4986,2025-02-24 15:10:00,7.0
4987,2025-02-24 15:12:00,7.0
4988,2025-02-24 15:14:00,7.0
4989,2025-02-24 15:16:00,7.0
4990,2025-02-24 15:18:00,7.0
4991,2025-02-24 15:20:00,7.0
4992,2025-02-24 15:22:00,7.0
4993,2025-02-24 15:24:00,7.0
4994,2025-02-24 15:26:00,7.0
4995,2025-02-24 15:28:00,7.0
4996,2025-02-24 15:30:00,7.0
4997,2025-02-24 15:32:00,7.0
4998,2025-02-24 15:34:00,7.0
4999,2025-02-24 15:36:00,7.0
5000,2025-02-24 15:38:00,7.0
5001,2025-02-24 15:40:00,7.0
5002,2025-02-24 15:42:00,7.0
5003,2025-02-24 15:44:00,7.0
5004,2025-02-24 15:46:00,7.0
5005,2025-02-24 15:48:00,7.0
5006,2025-02-24 15:50:00,7.0
5007,2025-02-24 15:52:00,7.0
5008,2025-02-24 15:54:00,7.0
5009,2025-02-24 15:56:00,7.0
5010,2025-02-24 15:58:00,7.0
5011,2025-02-24 16:00:00,7.0
5012,2025-02-24 16:02:00,7.0
5013,2025-02-24 16:04:00,7.0
5014,2025-02-24 16:06:00,7.0
5015,2025-02-24 16:08:00,7.0
5016,2025-02-24 16:10:00,7.0
5017,2025-02-24 16:12:00,7.0
5018,2025-02-24 16:14:00,7.0
5019,2025-02-24 16:16:00,7.0
5020,2025-02-24 16:18:00,7.0
5021,2025-02-24 16:20:00,7.0
5022,2025-02-24 16:22:00,7.0
5023,2025-02-24 16:24:00,7.0
5024,2025-02-24 16:26:00,7.0
5025,2025-02-24 16:28:00,7.0
5026,2025-02-24 16:30:00,7.0
5027,2025-02-24 16:32:00,7.0
5028,2025-02-24 16:34:00,7.0
5029,2025-02-24 16:36:00,7.0
5030,2025-02-24 16:38:00,7.0
5031,2025-02-24 16:40:00,7.0
5032,2025-02-24 16:42:00,7.0
5033,2025-02-24 16:44:00,7.0
5034,2025-02-24 16:46:00,7.0
5035,2025-02-24 16:48:00,7.0
5036,2025-02-24 16:50:00,7.0
5037,2025-02-24 16:52:00,7.0
5038,2025-02-24 16:54:00,7.0
5039,2025-02-24 16:56:00,7.0
5040,2025-02-24 16:58:00,7.0
5041,2025-02-24 17:00:00,7.0
5042,2025-02-24 17:02:00,7.0
5043,2025-02-24 17:04:00,7.0
5044,2025-02-24 17:06:00,7.0
5045,2025-02-24 17:08:00,7.0
5046,2025-02-24 17:10:00,7.0
5047,2025-02-24 17:12:00,7.0
5048,2025-02-24 17:14:00,7.0
5049,2025-02-24 17:16:00,7.0
5050,2025-02-24 17:18:00,7.0
5051,2025-02-24 17:20:00,7.0
5052,2025-02-24 17:22:00,7.0
5053,2025-02-24 17:24:00,7.0
5054,2025-02-24 17:26:00,7.0
5055,2025-02-24 17:28:00,7.0
5056,2025-02-24 17:30:00,7.0
5057,2025-02-24 17:32:00,7.0
5058,2025-02-24 17:34:00,7.0
5059,2025-02-24 17:36:00,7.0
5060,2025-02-24 17:38:00,7.0
5061,2025-02-24 17:40:00,7.0
5062,2025-02-24 17:42:00,7.0
5063,2025-02-24 17:44:00,7.0
5064,2025-02-24 17:46:00,7.0
5065,2025-02-24 17:48:00,7.0
5066,2025-02-24 17:50:00,7.0
5067,2025-02-24 17:52:00,7.0
5068,2025-02-24 17:54:00,7.0
5069,2025-02-24 17:56:00,7.0
5070,2025-02-24 17:58:00,7.0
5071,2025-02-24 18:00:00,7.0
5072,2025-02-24 18:02:00,7.0
5073,2025-02-24 18:04:00,7.0
5074,2025-02-24 18:06:00,7.0
5075,2025-02-24 18:08:00,7.0
5076,2025-02-24 18:10:00,7.0
5077,2025-02-24 18:12:00,7.0
5078,2025-02-24 18:14:00,7.0
5079,2025-02-24 18:16:00,7.0
5080,2025-02-24 18:18:00,7.0
5081,2025-02-24 18:20:00,7.0
5082,2025-02-24 18:22:00,7.0
5083,2025-02-24 18:24:00,7.0
5084,2025-02-24 18:26:00,7.0
5085,2025-02-24 18:28:00,7.0
5086,2025-02-24 18:30:00,7.0
5087,2025-02-24 18:32:00,7.0
5088,2025-02-24 18:34:00,7.0
5089,2025-02-24 18:36:00,7.0
5090,2025-02-24 18:38:00,7.0
5091,2025-02-24 18:40:00,7.0
5092,2025-02-24 18:42:00,7.0
5093,2025-02-24 18:44:00,7.0
5094,2025-02-24 18:46:00,7.0
5095,2025-02-24 18:48:00,7.0
5096,2025-02-24 18:50:00,7.0
5097,2025-02-24 18:52:00,7.0
5098,2025-02-24 18:54:00,7.0
5099,2025-02-24 18:56:00,7.0
5100,2025-02-24 18:58:00,7.0
5101,2025-02-24 19:00:00,7.0
5102,2025-02-24 19:02:00,7.0
5103,2025-02-24 19:04:00,7.0
5104,2025-02-24 19:06:00,7.0
5105,2025-02-24 19:08:00,7.0
5106,2025-02-24 19:10:00,7.0
5107,2025-02-24 19:12:00,7.0
5108,2025-02-24 19:14:00,7.0
5109,2025-02-24 19:16:00,7.0
5110,2025-02-24 19:18:00,7.0
5111,2025-02-24 19:20:00,7.0
5112,2025-02-24 19:22:00,7.0
5113,2025-02-24 19:24:00,7.0
5114,2025-02-24 19:26:00,7.0
5115,2025-02-24 19:28:00,7.0
5116,2025-02-24 19:30:00,7.0
5117,2025-02-24 19:32:00,7.0
5118,2025-02-24 19:34:00,7.0
5119,2025-02-24 19:36:00,7.0
5120,2025-02-24 19:38:00,7.0
5121,2025-02-24 19:40:00,7.0
5122,2025-02-24 19:42:00,7.0
5123,2025-02-24 19:44:00,7.0
5124,2025-02-24 19:46:00,7.0
5125,2025-02-24 19:48:00,7.0
5126,2025-02-24 19:50:00,7.0
5127,2025-02-24 19:52:00,7.0
5128,2025-02-24 19:54:00,7.0
5129,2025-02-24 19:56:00,7.0
5130,2025-02-24 19:58:00,7.0
5131,2025-02-24 20:00:00,7.0
5132,2025-02-24 20:02:00,7.0
5133,2025-02-24 20:04:00,7.0
5134,2025-02-24 20:06:00,7.0
5135,2025-02-24 20:08:00,7.0
5136,2025-02-24 20:10:00,7.0
5137,2025-02-24 20:12:00,7.0
5138,2025-02-24 20:14:00,7.0
5139,2025-02-24 20:16:00,7.0
5140,2025-02-24 20:18:00,7.0
5141,2025-02-24 20:20:00,7.0
5142,2025-02-24 20:22:00,7.0
5143,2025-02-24 20:24:00,7.0
5144,2025-02-24 20:26:00,7.0
5145,2025-02-24 20:28:00,7.0
5146,2025-02-24 20:30:00,7.0
5147,2025-02-24 20:32:00,7.0
5148,2025-02-24 20:34:00,7.0
5149,2025-02-24 20:36:00,7.0
5150,2025-02-24 20:38:00,7.0
5151,2025-02-24 20:40:00,7.0
5152,2025-02-24 20:42:00,7.0
5153,2025-02-24 20:44:00,7.0
5154,2025-02-24 20:46:00,7.0
5155,2025-02-24 20:48:00,7.0
5156,2025-02-24 20:50:00,7.0
5157,2025-02-24 20:52:00,7.0
5158,2025-02-24 20:54:00,7.0
5159,2025-02-24 20:56:00,7.0
5160,2025-02-24 20:58:00,7.0
5161,2025-02-24 21:00:00,7.0
5162,2025-02-24 21:02:00,7.0
5163,2025-02-24 21:04:00,7.0
5164,2025-02-24 21:06:00,7.0
5165,2025-02-24 21:08:00,7.0
5166,2025-02-24 21:10:00,7.0
5167,2025-02-24 21:12:00,7.0
5168,2025-02-24 21:14:00,7.0
5169,2025-02-24 21:16:00,7.0
5170,2025-02-24 21:18:00,7.0
5171,2025-02-24 21:20:00,7.0
5172,2025-02-24 21:22:00,7.0
5173,2025-02-24 21:24:00,7.0
5174,2025-02-24 21:26:00,7.0
5175,2025-02-24 21:28:00,7.0
5176,2025-02-24 21:30:00,7.0
5177,2025-02-24 21:32:00,7.0
5178,2025-02-24 21:34:00,7.0
5179,2025-02-24 21:36:00,7.0
5180,2025-02-24 21:38:00,7.0
5181,2025-02-24 21:40:00,7.0
5182,2025-02-24 21:42:00,7.0
5183,2025-02-24 21:44:00,7.0
5184,2025-02-24 21:46:00,7.0
5185,2025-02-24 21:48:00,7.0
5186,2025-02-24 21:50:00,7.0
5187,2025-02-24 21:52:00,7.0
5188,2025-02-24 21:54:00,7.0
5189,2025-02-24 21:56:00,7.0
5190,2025-02-24 21:58:00,7.0
5191,2025-02-24 22:00:00,7.0
5192,2025-02-24 22:02:00,7.0
5193,2025-02-24 22:04:00,7.0
5194,2025-02-24 22:06:00,7.0
5195,2025-02-24 22:08:00,7.0
5196,2025-02-24 22:10:00,7.0
5197,2025-02-24 22:12:00,7.0
5198,2025-02-24 22:14:00,7.0
5199,2025-02-24 22:16:00,7.0
5200,2025-02-24 22:18:00,7.0
5201,2025-02-24 22:20:00,7.5
5202,2025-02-24 22:22:00,7.5
5203,2025-02-24 22:24:00,7.5
5204,2025-02-24 22:26:00,7.5
5205,2025-02-24 22:28:00,7.5
5206,2025-02-24 22:30:00,7.5
5207,2025-02-24 22:32:00,7.5
5208,2025-02-24 22:34:00,7.5
5209,2025-02-24 22:36:00,7.5
5210,2025-02-24 22:38:00,7.5
5211,2025-02-24 22:40:00,7.5
5212,2025-02-24 22:42:00,7.5
5213,2025-02-24 22:44:00,7.5
5214,2025-02-24 22:46:00,7.5
5215,2025-02-24 22:48:00,7.5
5216,2025-02-24 22:50:00,7.5
5217,2025-02-24 22:52:00,7.5
5218,2025-02-24 22:54:00,7.5
5219,2025-02-24 22:56:00,7.5
5220,2025-02-24 22:58:00,7.5
5221,2025-02-24 23:00:00,7.5
5222,2025-02-24 23:02:00,7.5
5223,2025-02-24 23:04:00,7.5
5224,2025-02-24 23:06:00,7.5
5225,2025-02-24 23:08:00,7.5
5226,2025-02-24 23:10:00,7.5
5227,2025-02-24 23:12:00,7.5
5228,2025-02-24 23:14:00,7.5
5229,2025-02-24 23:16:00,7.5
5230,2025-02-24 23:18:00,7.5
5231,2025-02-24 23:20:00,7.5
5232,2025-02-24 23:22:00,7.5
5233,2025-02-24 23:24:00,7.5
5234,2025-02-24 23:26:00,7.5
5235,2025-02-24 23:28:00,7.5
5236,2025-02-24 23:30:00,7.5
5237,2025-02-24 23:32:00,7.5
5238,2025-02-24 23:34:00,7.5
5239,2025-02-24 23:36:00,7.5
5240,2025-02-24 23:38:00,7.5
5241,2025-02-24 23:40:00,7.5
5242,2025-02-24 23:42:00,7.5
5243,2025-02-24 23:44:00,7.5
5244,2025-02-24 23:46:00,7.5
5245,2025-02-24 23:48:00,7.5
5246,2025-02-24 23:50:00,7.5
5247,2025-02-24 23:52:00,7.5
5248,2025-02-24 23:54:00,7.5
5249,2025-02-24 23:56:00,7.5
5250,2025-02-24 23:58:00,7.5
5251,2025-02-25 00:00:00,7.5
5252,2025-02-25 00:02:00,7.5
5253,2025-02-25 00:04:00,7.5
5254,2025-02-25 00:06:00,7.5
5255,2025-02-25 00:08:00,7.5
5256,2025-02-25 00:10:00,7.5
5257,2025-02-25 00:12:00,7.5
5258,2025-02-25 00:14:00,7.5
5259,2025-02-25 00:16:00,7.5
5260,2025-02-25 00:18:00,7.5
5261,2025-02-25 00:20:00,7.5
5262,2025-02-25 00:22:00,7.5
5263,2025-02-25 00:24:00,7.5
5264,2025-02-25 00:26:00,7.5
5265,2025-02-25 00:28:00,7.5
5266,2025-02-25 00:30:00,7.5
5267,2025-02-25 00:32:00,7.5
5268,2025-02-25 00:34:00,7.5
5269,2025-02-25 00:36:00,7.5
5270,2025-02-25 00:38:00,7.5
5271,2025-02-25 00:40:00,7.5
5272,2025-02-25 00:42:00,7.5
5273,2025-02-25 00:44:00,7.5
5274,2025-02-25 00:46:00,7.5
5275,2025-02-25 00:48:00,7.5
5276,2025-02-25 00:50:00,7.5
5277,2025-02-25 00:52:00,7.5
5278,2025-02-25 00:54:00,7.5
5279,2025-02-25 00:56:00,7.5
5280,2025-02-25 00:58:00,7.5
5281,2025-02-25 01:00:00,7.5
5282,2025-02-25 01:02:00,7.5
5283,2025-02-25 01:04:00,7.5
5284,2025-02-25 01:06:00,7.5
5285,2025-02-25 01:08:00,7.5
5286,2025-02-25 01:10:00,7.5
5287,2025-02-25 01:12:00,7.5
5288,2025-02-25 01:14:00,7.5
5289,2025-02-25 01:16:00,7.5
5290,2025-02-25 01:18:00,7.5
5291,2025-02-25 01:20:00,7.5
5292,2025-02-25 01:22:00,7.5
5293,2025-02-25 01:24:00,7.5
5294,2025-02-25 01:26:00,7.5
5295,2025-02-25 01:28:00,7.5
5296,2025-02-25 01:30:00,7.5
5297,2025-02-25 01:32:00,7.5
5298,2025-02-25 01:34:00,7.5
5299,2025-02-25 01:36:00,7.5
5300,2025-02-25 01:38:00,7.5
5301,2025-02-25 01:40:00,7.5
5302,2025-02-25 01:42:00,7.5
5303,2025-02-25 01:44:00,7.5
5304,2025-02-25 01:46:00,7.5
5305,2025-02-25 01:48:00,7.5
5306,2025-02-25 01:50:00,7.5
5307,2025-02-25 01:52:00,7.5
5308,2025-02-25 01:54:00,7.5
5309,2025-02-25 01:56:00,7.5
5310,2025-02-25 01:58:00,7.5
5311,2025-02-25 02:00:00,7.5
5312,2025-02-25 02:02:00,7.5
5313,2025-02-25 02:04:00,7.5
5314,2025-02-25 02:06:00,7.5
5315,2025-02-25 02:08:00,7.5
5316,2025-02-25 02:10:00,7.5
5317,2025-02-25 02:12:00,7.5
5318,2025-02-25 02:14:00,7.5
5319,2025-02-25 02:16:00,7.5
5320,2025-02-25 02:18:00,7.5
5321,2025-02-25 02:20:00,7.5
5322,2025-02-25 02:22:00,7.5
5323,2025-02-25 02:24:00,7.5
5324,2025-02-25 02:26:00,7.5
5325,2025-02-25 02:28:00,7.5
5326,2025-02-25 02:30:00,7.5
5327,2025-02-25 02:32:00,7.5
5328,2025-02-25 02:34:00,7.5
5329,2025-02-25 02:36:00,7.5
5330,2025-02-25 02:38:00,7.5
5331,2025-02-25 02:40:00,7.5
5332,2025-02-25 02:42:00,7.5
5333,2025-02-25 02:44:00,7.5
5334,2025-02-25 02:46:00,7.5
5335,2025-02-25 02:48:00,7.5
5336,2025-02-25 02:50:00,7.5
5337,2025-02-25 02:52:00,7.5
5338,2025-02-25 02:54:00,7.5
5339,2025-02-25 02:56:00,7.5
5340,2025-02-25 02:58:00,7.5
5341,2025-02-25 03:00:00,7.5
5342,2025-02-25 03:02:00,7.5
5343,2025-02-25 03:04:00,7.5
5344,2025-02-25 03:06:00,7.5
5345,2025-02-25 03:08:00,7.5
5346,2025-02-25 03:10:00,7.5
5347,2025-02-25 03:12:00,7.5
5348,2025-02-25 03:14:00,7.5
5349,2025-02-25 03:16:00,7.5
5350,2025-02-25 03:18:00,7.5
5351,2025-02-25 03:20:00,7.5
5352,2025-02-25 03:22:00,7.5
5353,2025-02-25 03:24:00,7.5
5354,2025-02-25 03:26:00,7.5
5355,2025-02-25 03:28:00,7.5
5356,2025-02-25 03:30:00,7.5
5357,2025-02-25 03:32:00,7.5
5358,2025-02-25 03:34:00,7.5
5359,2025-02-25 03:36:00,7.5
5360,2025-02-25 03:38:00,7.5
5361,2025-02-25 03:40:00,7.5
5362,2025-02-25 03:42:00,7.5
5363,2025-02-25 03:44:00,7.5
5364,2025-02-25 03:46:00,7.5
5365,2025-02-25 03:48:00,7.5
5366,2025-02-25 03:50:00,7.5
5367,2025-02-25 03:52:00,7.5
5368,2025-02-25 03:54:00,7.5
5369,2025-02-25 03:56:00,7.5
5370,2025-02-25 03:58:00,7.5
5371,2025-02-25 04:00:00,7.5
5372,2025-02-25 04:02:00,7.5
5373,2025-02-25 04:04:00,7.5
5374,2025-02-25 04:06:00,7.5
5375,2025-02-25 04:08:00,7.5
5376,2025-02-25 04:10:00,7.5
5377,2025-02-25 04:12:00,7.5
5378,2025-02-25 04:14:00,7.5
5379,2025-02-25 04:16:00,7.5
5380,2025-02-25 04:18:00,7.5
5381,2025-02-25 04:20:00,7.5
5382,2025-02-25 04:22:00,7.5
5383,2025-02-25 04:24:00,7.5
5384,2025-02-25 04:26:00,7.5
5385,2025-02-25 04:28:00,7.5
5386,2025-02-25 04:30:00,7.5
5387,2025-02-25 04:32:00,7.5
5388,2025-02-25 04:34:00,7.5
5389,2025-02-25 04:36:00,7.5
5390,2025-02-25 04:38:00,7.5
5391,2025-02-25 04:40:00,7.5
5392,2025-02-25 04:42:00,7.5
5393,2025-02-25 04:44:00,7.5
5394,2025-02-25 04:46:00,7.5
5395,2025-02-25 04:48:00,7.5
5396,2025-02-25 04:50:00,7.5
5397,2025-02-25 04:52:00,7.5
5398,2025-02-25 04:54:00,7.5
5399,2025-02-25 04:56:00,7.5
5400,2025-02-25 04:58:00,7.5
5401,2025-02-25 05:00:00,7.5
5402,2025-02-25 05:02:00,7.5
5403,2025-02-25 05:04:00,7.5
5404,2025-02-25 05:06:00,7.5
5405,2025-02-25 05:08:00,7.5
5406,2025-02-25 05:10:00,7.5
5407,2025-02-25 05:12:00,7.5
5408,2025-02-25 05:14:00,7.5
5409,2025-02-25 05:16:00,7.5
5410,2025-02-25 05:18:00,7.5
5411,2025-02-25 05:20:00,7.5
5412,2025-02-25 05:22:00,7.5
5413,2025-02-25 05:24:00,7.5
5414,2025-02-25 05:26:00,7.5
5415,2025-02-25 05:28:00,7.5
5416,2025-02-25 05:30:00,7.5
5417,2025-02-25 05:32:00,7.5
5418,2025-02-25 05:34:00,7.5
5419,2025-02-25 05:36:00,7.5
5420,2025-02-25 05:38:00,7.5
5421,2025-02-25 05:40:00,7.5
5422,2025-02-25 05:42:00,7.5
5423,2025-02-25 05:44:00,7.5
5424,2025-02-25 05:46:00,7.5
5425,2025-02-25 05:48:00,7.5
5426,2025-02-25 05:50:00,7.5
5427,2025-02-25 05:52:00,7.5
5428,2025-02-25 05:54:00,7.5
5429,2025-02-25 05:56:00,7.5
5430,2025-02-25 05:58:00,7.5
5431,2025-02-25 06:00:00,7.5
5432,2025-02-25 06:02:00,7.5
5433,2025-02-25 06:04:00,7.5
